1,1
2,4
3,0
4,5
5,0
6,1
7,1
8,5
9,0
10,5
11,3
12,1
13,1
14,0
15,0
16,2
17,5
18,6
19,4
20,1
21,0
22,3
23,6
24,1
25,2
26,2
27,1
28,2
29,1
30,3
31,4
32,4
33,3
34,3
35,1
36,0
37,1
38,5
39,2
40,6
41,4
42,1
43,2
44,5
45,1
46,1
47,4
48,4
49,1
50,5
51,6
52,0
53,1
54,3
55,3
56,0
57,5
58,5
59,6
60,5
61,5
62,5
63,0
64,5
65,2
66,4
67,4
68,2
69,0
70,5
71,6
72,1
73,2
74,6
75,5
76,5
77,3
78,0
79,0
80,1
81,5
82,1
83,0
84,3
85,1
86,0
87,3
88,1
89,5
90,5
91,1
92,3
93,1
94,3
95,1
96,0
97,0
98,2
99,3
100,0
101,6
102,1
103,4
104,0
105,4
106,4
107,0
108,6
109,1
110,4
111,1
112,1
113,2
114,3
115,1
116,3
117,0
118,4
119,4
120,5
121,1
122,1
123,5
124,6
125,3
126,0
127,3
128,5
129,4
130,2
131,3
132,2
133,5
134,6
135,1
136,5
137,1
138,1
139,2
140,2
141,3
142,5
143,4
144,1
145,5
146,4
147,6
148,2
149,5
150,5
151,4
152,6
153,5
154,1
155,1
156,1
157,3
158,4
159,5
160,5
161,3
162,2
163,1
164,3
165,6
166,3
167,4
168,1
169,4
170,5
171,3
172,5
173,0
174,4
175,2
176,1
177,1
178,0
179,5
180,5
181,4
182,2
183,4
184,0
185,5
186,6
187,4
188,6
189,1
190,2
191,2
192,4
193,2
194,3
195,6
196,5
197,1
198,0
199,4
200,4
201,0
202,0
203,2
204,5
205,0
206,1
207,3
208,1
209,1
210,4
211,4
212,3
213,3
214,2
215,1
216,2
217,2
218,3
219,6
220,6
221,6
222,3
223,4
224,4
225,5
226,5
227,1
228,1
229,4
230,1
231,1
232,3
233,5
234,2
235,4
236,4
237,4
238,0
239,6
240,6
241,5
242,4
243,5
244,2
245,4
246,4
247,6
248,1
249,3
250,1
251,3
252,5
253,3
254,3
255,2
256,1
257,2
258,4
259,1
260,4
261,1
262,5
263,0
264,1
265,3
266,5
267,3
268,5
269,2
270,3
271,1
272,5
273,0
274,2
275,0
276,3
277,2
278,5
279,1
280,0
281,2
282,6
283,2
284,3
285,1
286,5
287,3
288,6
289,0
290,0
291,5
292,0
293,4
294,2
295,1
296,3
297,6
298,6
299,2
300,2
301,3
302,5
303,3
304,1
305,3
306,1
307,4
308,0
309,1
310,2
311,4
312,5
313,1
314,0
315,4
316,0
317,1
318,5
319,0
320,5
321,5
322,0
323,6
324,5
325,1
326,5
327,2
328,0
329,1
330,5
331,5
332,0
333,6
334,3
335,5
336,6
337,5
338,3
339,0
340,3
341,1
342,4
343,2
344,0
345,0
346,2
347,0
348,6
349,4
350,3
351,5
352,1
353,2
354,6
355,6
356,3
357,5
358,5
359,3
360,1
361,5
362,6
363,0
364,5
365,5
366,4
367,0
368,1
369,3
370,4
371,2
372,2
373,2
374,0
375,3
376,6
377,5
378,2
379,0
380,5
381,2
382,6
383,2
384,3
385,4
386,1
387,1
388,2
389,2
390,4
391,1
392,2
393,4
394,1
395,1
396,1
397,0
398,5
399,1
400,0
401,4
402,3
403,1
404,2
405,1
406,0
407,4
408,6
409,1
410,2
411,6
412,2
413,5
414,5
415,3
416,6
417,2
418,4
419,4
420,5
421,0
422,3
423,6
424,0
425,5
426,1
427,3
428,5
429,1
430,0
431,1
432,5
433,1
434,0
435,6
436,6
437,1
438,5
439,2
440,3
441,4
442,2
443,5
444,5
445,5
446,4
447,0
448,5
449,5
450,3
451,0
452,0
453,1
454,4
455,4
456,1
457,5
458,0
459,4
460,0
461,6
462,4
463,2
464,4
465,0
466,1
467,1
468,2
469,0
470,5
471,2
472,5
473,5
474,5
475,4
476,3
477,0
478,4
479,5
480,6
481,0
482,0
483,5
484,3
485,1
486,5
487,5
488,1
489,1
490,5
491,0
492,4
493,3
494,6
495,0
496,6
497,5
498,5
499,4
500,6
501,1
502,0
503,6
504,1
505,3
506,1
507,3
508,5
509,0
510,1
511,5
512,1
513,5
514,5
515,5
516,4
517,3
518,1
519,4
520,5
521,5
522,4
523,4
524,0
525,5
526,1
527,1
528,0
529,0
530,6
531,4
532,4
533,0
534,1
535,5
536,3
537,4
538,6
539,3
540,1
541,4
542,1
543,1
544,2
545,1
546,1
547,0
548,2
549,4
550,5
551,3
552,4
553,2
554,1
555,5
556,0
557,6
558,2
559,0
560,0
561,3
562,3
563,6
564,5
565,3
566,1
567,6
568,0
569,3
570,5
571,0
572,3
573,3
574,5
575,1
576,4
577,5
578,5
579,5
580,3
581,0
582,2
583,5
584,1
585,4
586,5
587,5
588,4
589,5
590,5
591,0
592,3
593,2
594,6
595,4
596,5
597,4
598,4
599,5
600,6
601,4
602,1
603,1
604,1
605,4
606,1
607,1
608,3
609,2
610,2
611,4
612,0
613,1
614,5
615,2
616,6
617,5
618,1
619,4
620,2
621,2
622,5
623,5
624,0
625,6
626,1
627,1
628,5
629,1
630,5
631,6
632,2
633,1
634,3
635,6
636,1
637,6
638,5
639,0
640,3
641,1
642,5
643,1
644,0
645,4
646,1
647,4
648,1
649,1
650,1
651,0
652,1
653,6
654,2
655,1
656,0
657,1
658,4
659,0
660,3
661,5
662,1
663,0
664,3
665,5
666,0
667,4
668,3
669,2
670,5
671,3
672,5
673,4
674,6
675,0
676,2
677,1
678,6
679,5
680,1
681,5
682,5
683,4
684,1
685,1
686,1
687,1
688,2
689,1
690,6
691,3
692,4
693,1
694,5
695,6
696,4
697,0
698,1
699,0
700,5
701,1
702,5
703,2
704,3
705,5
706,3
707,0
708,5
709,2
710,4
711,5
712,3
713,6
714,3
715,1
716,5
717,3
718,2
719,4
720,0
721,5
722,4
723,6
724,6
725,3
726,3
727,2
728,1
729,4
730,5
731,5
732,3
733,1
734,3
735,0
736,0
737,5
738,3
739,4
740,0
741,1
742,3
743,5
744,0
745,2
746,3
747,2
748,2
749,2
750,5
751,3
752,4
753,1
754,4
755,0
756,5
757,0
758,0
759,3
760,0
761,2
762,5
763,0
764,3
765,1
766,0
767,4
768,1
769,1
770,5
771,5
772,0
773,3
774,5
775,6
776,5
777,1
778,6
779,4
780,1
781,0
782,2
783,2
784,0
785,2
786,0
787,1
788,5
789,4
790,5
791,5
792,3
793,2
794,4
795,4
796,4
797,0
798,6
799,5
800,1
801,5
802,3
803,5
804,5
805,1
806,6
807,5
808,0
809,3
810,0
811,4
812,3
813,1
814,4
815,2
816,1
817,2
818,6
819,5
820,5
821,6
822,4
823,0
824,0
825,5
826,1
827,2
828,0
829,0
830,0
831,5
832,6
833,3
834,5
835,4
836,0
837,5
838,4
839,5
840,4
841,0
842,5
843,5
844,0
845,1
846,2
847,4
848,1
849,4
850,2
851,0
852,5
853,3
854,4
855,3
856,4
857,1
858,3
859,5
860,5
861,1
862,5
863,1
864,3
865,3
866,0
867,1
868,2
869,0
870,5
871,5
872,1
873,0
874,0
875,5
876,5
877,5
878,0
879,5
880,3
881,0
882,0
883,6
884,3
885,6
886,2
887,2
888,2
889,5
890,1
891,5
892,1
893,5
894,3
895,5
896,3
897,3
898,2
899,3
900,5
901,2
902,5
903,0
904,3
905,6
906,0
907,0
908,3
909,3
910,0
911,2
912,2
913,6
914,1
915,2
916,3
917,5
918,4
919,4
920,5
921,5
922,2
923,0
924,3
925,1
926,3
927,3
928,6
929,1
930,3
931,2
932,0
933,4
934,2
935,0
936,1
937,4
938,3
939,6
940,3
941,3
942,4
943,2
944,6
945,6
946,1
947,6
948,1
949,5
950,5
951,4
952,2
953,3
954,0
955,5
956,5
957,6
958,0
959,3
960,4
961,5
962,5
963,0
964,1
965,3
966,5
967,6
968,1
969,3
970,3
971,3
972,4
973,1
974,2
975,5
976,2
977,5
978,3
979,2
980,5
981,1
982,5
983,5
984,4
985,1
986,1
987,4
988,4
989,1
990,3
991,5
992,0
993,0
994,3
995,3
996,1
997,2
998,5
999,2
1000,0
1001,4
1002,1
1003,3
1004,0
1005,5
1006,4
1007,5
1008,6
1009,5
1010,0
1011,4
1012,2
1013,3
1014,5
1015,3
1016,2
1017,5
1018,2
1019,1
1020,5
1021,0
1022,5
1023,2
1024,4
1025,4
1026,5
1027,2
1028,4
1029,5
1030,2
1031,1
1032,0
1033,5
1034,0
1035,1
1036,5
1037,5
1038,4
1039,5
1040,1
1041,1
1042,3
1043,1
1044,5
1045,2
1046,6
1047,2
1048,0
1049,4
1050,1
1051,0
1052,6
1053,1
1054,1
1055,4
1056,5
1057,5
1058,4
1059,3
1060,1
1061,3
1062,1
1063,2
1064,0
1065,5
1066,0
1067,4
1068,6
1069,5
1070,3
1071,1
1072,1
1073,3
1074,4
1075,6
1076,2
1077,1
1078,3
1079,6
1080,1
1081,3
1082,1
1083,0
1084,1
1085,1
1086,4
1087,5
1088,0
1089,0
1090,0
1091,6
1092,5
1093,4
1094,1
1095,6
1096,4
1097,5
1098,0
1099,2
1100,1
1101,0
1102,0
1103,2
1104,0
1105,0
1106,3
1107,3
1108,6
1109,5
1110,5
1111,3
1112,1
1113,5
1114,2
1115,2
1116,4
1117,2
1118,1
1119,5
1120,1
1121,1
1122,1
1123,0
1124,0
1125,1
1126,5
1127,4
1128,6
1129,0
1130,1
1131,4
1132,5
1133,1
1134,3
1135,3
1136,2
1137,3
1138,1
1139,5
1140,1
1141,5
1142,0
1143,3
1144,6
1145,2
1146,5
1147,0
1148,0
1149,5
1150,1
1151,2
1152,4
1153,1
1154,2
1155,5
1156,4
1157,0
1158,3
1159,0
1160,2
1161,3
1162,1
1163,6
1164,5
1165,1
1166,2
1167,1
1168,0
1169,5
1170,6
1171,2
1172,5
1173,1
1174,0
1175,2
1176,1
1177,0
1178,1
1179,0
1180,5
1181,0
1182,4
1183,5
1184,4
1185,6
1186,4
1187,2
1188,6
1189,4
1190,2
1191,4
1192,5
1193,5
1194,2
1195,2
1196,0
1197,0
1198,2
1199,1
1200,3
1201,2
1202,0
1203,3
1204,0
1205,1
1206,5
1207,5
1208,1
1209,3
1210,1
1211,2
1212,0
1213,5
1214,0
1215,1
1216,5
1217,3
1218,2
1219,5
1220,1
1221,5
1222,4
1223,5
1224,2
1225,1
1226,5
1227,5
1228,2
1229,5
1230,3
1231,1
1232,2
1233,6
1234,3
1235,5
1236,0
1237,1
1238,0
1239,5
1240,1
1241,5
1242,5
1243,5
1244,5
1245,0
1246,6
1247,5
1248,5
1249,3
1250,3
1251,3
1252,5
1253,3
1254,0
1255,1
1256,4
1257,4
1258,4
1259,4
1260,2
1261,2
1262,0
1263,5
1264,5
1265,1
1266,1
1267,3
1268,2
1269,1
1270,0
1271,0
1272,3
1273,5
1274,3
1275,0
1276,2
1277,5
1278,2
1279,6
1280,0
1281,2
1282,2
1283,5
1284,2
1285,5
1286,1
1287,5
1288,6
1289,5
1290,0
1291,1
1292,5
1293,0
1294,1
1295,6
1296,1
1297,3
1298,1
1299,3
1300,0
1301,3
1302,5
1303,5
1304,2
1305,4
1306,5
1307,1
1308,0
1309,0
1310,5
1311,1
1312,0
1313,4
1314,5
1315,4
1316,5
1317,5
1318,4
1319,5
1320,0
1321,3
1322,0
1323,5
1324,1
1325,0
1326,5
1327,6
1328,5
1329,5
1330,2
1331,4
1332,3
1333,4
1334,1
1335,1
1336,3
1337,3
1338,0
1339,3
1340,6
1341,0
1342,1
1343,4
1344,4
1345,5
1346,4
1347,1
1348,5
1349,0
1350,4
1351,2
1352,3
1353,5
1354,2
1355,3
1356,1
1357,4
1358,5
1359,5
1360,4
1361,4
1362,4
1363,5
1364,6
1365,6
1366,0
1367,5
1368,1
1369,5
1370,6
1371,1
1372,2
1373,1
1374,6
1375,2
1376,1
1377,0
1378,3
1379,6
1380,1
1381,0
1382,1
1383,5
1384,4
1385,0
1386,0
1387,1
1388,5
1389,4
1390,1
1391,1
1392,1
1393,4
1394,1
1395,5
1396,4
1397,1
1398,3
1399,2
1400,0
1401,2
1402,0
1403,5
1404,3
1405,6
1406,0
1407,2
1408,1
1409,0
1410,0
1411,3
1412,3
1413,3
1414,2
1415,5
1416,6
1417,0
1418,4
1419,1
1420,5
1421,4
1422,2
1423,6
1424,2
1425,2
1426,6
1427,0
1428,2
1429,1
1430,0
1431,5
1432,1
1433,1
1434,2
1435,5
1436,4
1437,4
1438,0
1439,2
1440,3
1441,5
1442,3
1443,2
1444,1
1445,3
1446,0
1447,1
1448,1
1449,1
1450,1
1451,2
1452,6
1453,0
1454,3
1455,1
1456,1
1457,5
1458,3
1459,5
1460,1
1461,0
1462,4
1463,2
1464,3
1465,2
1466,1
1467,2
1468,4
1469,5
1470,2
1471,1
1472,0
1473,1
1474,1
1475,2
1476,3
1477,2
1478,1
1479,5
1480,2
1481,2
1482,1
1483,5
1484,2
1485,2
1486,1
1487,1
1488,1
1489,1
1490,3
1491,3
1492,3
1493,5
1494,4
1495,5
1496,6
1497,6
1498,5
1499,0
1500,0
1501,3
1502,1
1503,1
1504,3
1505,1
1506,5
1507,5
1508,1
1509,1
1510,5
1511,0
1512,0
1513,4
1514,6
1515,5
1516,4
1517,0
1518,3
1519,5
1520,0
1521,4
1522,1
1523,5
1524,5
1525,3
1526,5
1527,2
1528,5
1529,3
1530,5
1531,5
1532,0
1533,2
1534,2
1535,1
1536,0
1537,4
1538,6
1539,1
1540,0
1541,5
1542,5
1543,0
1544,0
1545,1
1546,4
1547,1
1548,1
1549,4
1550,1
1551,0
1552,2
1553,5
1554,3
1555,5
1556,1
1557,5
1558,1
1559,1
1560,1
1561,0
1562,4
1563,5
1564,1
1565,2
1566,0
1567,0
1568,3
1569,5
1570,3
1571,1
1572,1
1573,4
1574,0
1575,5
1576,5
1577,5
1578,0
1579,1
1580,6
1581,6
1582,5
1583,4
1584,6
1585,4
1586,4
1587,1
1588,4
1589,2
1590,1
1591,2
1592,5
1593,2
1594,6
1595,5
1596,1
1597,5
1598,6
1599,6
1600,4
1601,4
1602,3
1603,0
1604,2
1605,3
1606,6
1607,3
1608,5
1609,4
1610,1
